estatura	peso	genero	ingresos	etnia	educacion	educacion_madre	educacion_padre	camina	ejercicio	fumador	tenso	malhumorado	edad
167.64	68.04	femenino	5000	Afroamericano	14	14	14	8	6	2	2	2	47
177.8	99.79	masculino	20000	Afroamericano	16	16	16	8	5	2	2	2	41
162.56	52.16	femenino	75000	Blanco	15	15	15	7	4	2	1	1	40
167.64	77.11	femenino	3500	Blanco	12	12	12	6	3	2	0	0	40
154.94	58.97	femenino	36000	Blanco	12	NA	12	8	1	2	0	0	71
182.88	95.25	masculino	30000	Blanco	12	12	12	5	3	1	3	3	25
165.1	65.77	femenino	25000	Blanco	13	13	13	1	7	1	0	0	78
162.56	90.72	femenino	1000	Blanco	14	14	14	3	1	2	4	4	26
172.72	84.82	masculino	60000	Blanco	12	NA	NA	8	1	2	0	0	66
162.56	77.11	femenino	5000	Blanco	12	NA	NA	1	1	2	1	1	73
187.96	88.45	masculino	35000	Blanco	13	NA	13	8	1	2	0	0	76
170.18	72.57	masculino	9000	Blanco	13	13	13	8	1	1	0	0	33
177.8	83.46	masculino	35000	Blanco	9	9	9	7	1	2	0	0	84
167.64	68.04	femenino	11000	Blanco	10	10	10	6	1	1	0	0	58
180.34	81.65	masculino	12000	Blanco	12	12	12	8	6	2	0	0	52
180.34	77.11	masculino	30000	Blanco	12	12	12	7	4	1	0	0	43
180.34	70.31	masculino	19000	Afroamericano	7	NA	NA	8	1	1	0	0	57
170.18	97.52	femenino	5000	Blanco	12	12	NA	2	1	2	0	0	46
187.96	92.99	masculino	9000	Blanco	9	NA	NA	1	1	1	0	0	61
190.5	102.06	masculino	30000	Blanco	16	16	16	7	2	2	0	0	29
157.48	53.52	femenino	0	Blanco	12	12	12	4	1	2	5	5	33
182.88	68.04	masculino	9000	Blanco	12	12	12	2	4	2	2	2	32
167.64	65.77	femenino	15000	Latino	16	16	16	6	5	2	0	0	30
165.1	61.23	femenino	8000	Afroamericano	12	12	12	8	5	2	3	3	31
177.8	79.38	masculino	25000	Blanco	8	NA	NA	8	1	2	7	7	45
167.64	58.51	femenino	10000	Blanco	10	10	10	4	1	2	0	0	75
182.88	72.57	masculino	33000	Blanco	12	NA	12	8	4	2	1	1	37
177.8	79.38	masculino	5000	Afroamericano	10	NA	NA	8	7	2	0	0	60
182.88	83.91	femenino	5000	Afroamericano	5	NA	NA	1	1	2	0	0	83
162.56	107.5	femenino	15000	Afroamericano	9	NA	NA	8	1	2	0	0	65
152.4	63.5	femenino	12000	Latino	12	12	12	8	1	2	7	7	28
162.56	61.69	femenino	18000	Blanco	15	15	15	3	4	1	2	2	37
154.94	76.66	femenino	5000	Latino	8	8	8	5	1	2	0	0	33
167.64	82.1	femenino	15000	Afroamericano	12	12	12	6	1	2	0	0	59
165.1	87.54	femenino	30000	Blanco	13	13	13	7	1	2	0	0	61
165.1	89.81	femenino	12500	Blanco	12	12	12	5	4	2	3	3	32
157.48	65.77	femenino	10000	Afroamericano	12	NA	12	1	1	2	0	0	36
172.72	96.16	masculino	8500	Afroamericano	13	13	13	1	1	2	0	0	71
170.18	92.99	femenino	15000	Blanco	13	13	13	1	2	2	0	0	36
185.42	79.38	masculino	21000	Afroamericano	14	14	14	8	1	2	0	0	46
160.02	55.34	femenino	0	Blanco	12	12	12	8	6	2	0	0	29
162.56	69.4	femenino	21000	Blanco	12	12	12	2	1	2	0	0	77
177.8	95.25	masculino	40000	Blanco	12	12	12	7	2	2	0	0	47
167.64	61.23	femenino	0	Blanco	13	13	13	7	6	2	0	0	24
172.72	72.57	femenino	21000	Blanco	17	17	17	4	2	2	0	0	25
160.02	55.79	femenino	0	Blanco	13	13	13	2	5	2	4	4	39
167.64	72.57	femenino	5000	Blanco	12	12	12	4	1	2	0	0	52
180.34	69.4	femenino	22000	Blanco	17	17	17	2	1	2	2	2	36
185.42	70.31	masculino	30000	Blanco	14	14	14	8	4	2	0	0	26
162.56	83.91	femenino	0	Blanco	12	12	12	3	1	1	3	3	28
154.94	63.5	femenino	123000	Blanco	14	14	14	8	3	2	0	0	58
160.02	86.18	femenino	8000	Blanco	9	NA	9	8	1	2	4	4	45
160.02	63.5	femenino	0	Blanco	9	NA	NA	1	1	1	1	1	54
157.48	52.16	femenino	0	Blanco	8	8	8	7	1	1	0	0	56
162.56	65.77	femenino	2000	Blanco	9	9	NA	3	1	2	0	0	25
170.18	88.45	femenino	7600	Blanco	6	NA	6	5	1	2	0	0	62
170.18	65.77	femenino	0	Blanco	12	12	12	1	1	2	2	2	18
167.64	71.21	femenino	5000	Blanco	8	NA	NA	7	1	2	0	0	69
182.88	72.57	masculino	15000	Blanco	14	14	14	7	5	2	2	2	22
167.64	61.23	femenino	5000	Blanco	15	15	15	1	1	2	0	0	27
167.64	61.23	femenino	15000	Afroamericano	12	12	12	5	1	2	0	0	30
154.94	51.71	femenino	0	Blanco	18	18	18	3	1	2	0	0	45
160.02	62.6	femenino	10000	Blanco	12	12	12	2	1	2	4	4	25
185.42	110.68	masculino	35000	Blanco	12	12	12	8	2	2	2	2	48
162.56	58.97	femenino	15000	Blanco	12	12	12	1	1	2	7	7	26
167.64	71.67	femenino	15000	Blanco	16	16	16	7	5	1	0	0	57
177.8	70.31	femenino	4000	Blanco	12	12	12	8	3	1	0	0	22
172.72	74.84	masculino	16000	Blanco	8	8	NA	2	6	2	0	0	24
170.18	58.06	femenino	200	Blanco	12	12	12	7	1	2	0	0	33
187.96	88.45	masculino	23000	Blanco	16	16	16	4	4	2	0	0	25
162.56	55.79	femenino	16000	Blanco	16	16	16	8	5	1	2	2	27
154.94	58.97	femenino	0	Blanco	12	12	12	2	1	2	1	1	27
167.64	113.4	femenino	0	Blanco	12	12	12	1	1	2	0	0	52
152.4	90.72	femenino	6000	Blanco	12	12	12	2	1	2	3	3	49
149.86	56.7	femenino	600	Blanco	9	9	9	8	1	2	0	0	46
157.48	72.57	femenino	0	Afroamericano	16	16	16	5	1	2	1	1	36
157.48	84.82	femenino	0	Afroamericano	14	14	14	8	1	2	2	2	61
157.48	56.25	femenino	25000	Afroamericano	12	12	12	7	1	2	7	7	21
157.48	95.25	femenino	0	Blanco	12	12	12	1	1	2	0	0	25
190.5	91.17	masculino	28000	Other	16	16	16	8	6	1	0	0	34
167.64	70.31	femenino	15000	Blanco	8	NA	NA	6	1	1	NA	NA	47
167.64	72.57	femenino	4000	Blanco	8	8	8	4	1	2	2	2	66
162.56	58.51	masculino	15000	Blanco	12	12	12	8	1	1	2	2	35
180.34	78.02	masculino	15000	Blanco	12	12	12	8	7	2	1	1	25
167.64	68.04	femenino	25000	Blanco	18	18	18	5	2	2	0	0	36
177.8	77.11	masculino	5000	Blanco	13	13	13	1	1	1	0	0	61
154.94	53.07	femenino	0	Blanco	10	NA	NA	2	6	1	2	2	35
160.02	55.79	femenino	25000	Blanco	12	12	12	4	5	1	0	0	30
170.18	53.07	femenino	15000	Blanco	12	12	12	5	1	2	1	1	26
187.96	104.33	femenino	15000	Blanco	12	12	NA	4	1	2	0	0	49
175.26	81.65	masculino	40000	Blanco	11	NA	NA	8	7	1	0	0	44
177.8	115.67	masculino	30000	Blanco	11	11	11	5	1	2	0	0	51
167.64	88.45	femenino	5000	Blanco	12	12	12	8	1	1	7	7	29
187.96	90.72	masculino	35000	Blanco	14	14	14	8	7	2	0	0	34
165.1	90.72	femenino	16000	Blanco	14	14	14	2	1	2	3	3	31
160.02	65.77	femenino	5000	Blanco	12	12	12	3	1	2	7	7	36
162.56	58.06	femenino	28000	Blanco	16	16	16	7	7	2	0	0	40
172.72	93.44	masculino	20000	Blanco	15	15	15	1	2	2	7	7	42
167.64	63.5	masculino	21000	Blanco	13	13	13	8	7	1	7	7	30
175.26	95.25	masculino	17000	Afroamericano	12	NA	NA	7	4	1	2	2	42
152.4	52.16	femenino	24000	Blanco	13	13	13	7	1	1	0	0	50
154.94	49.9	femenino	25000	Blanco	12	12	12	8	1	2	0	0	75
190.5	73.48	masculino	40000	Blanco	12	12	12	4	7	2	1	1	46
177.8	99.79	masculino	15000	Blanco	9	9	9	2	2	2	0	0	25
160.02	65.77	femenino	0	Latino	9	9	9	8	3	2	7	7	23
175.26	68.04	masculino	0	Blanco	13	13	13	6	6	2	0	0	20
167.64	74.84	femenino	0	Blanco	16	16	16	7	1	2	0	0	63
162.56	54.43	femenino	8000	Blanco	13	13	13	7	5	1	1	1	19
160.02	79.38	femenino	19000	Latino	15	15	15	1	1	1	0	0	45
162.56	80.74	femenino	5000	Blanco	12	NA	12	1	1	2	0	0	76
162.56	54.43	femenino	10000	Latino	11	NA	NA	8	3	2	2	2	36
170.18	62.6	femenino	45000	Blanco	16	16	16	7	6	1	0	0	69
162.56	65.77	masculino	5000	Afroamericano	17	17	17	8	1	2	0	0	33
182.88	72.57	masculino	0	Blanco	14	14	14	7	5	2	0	0	21
160.02	64.41	femenino	24000	Afroamericano	14	14	14	4	5	2	1	1	40
170.18	45.36	femenino	5000	Blanco	14	14	14	4	5	2	1	1	19
160.02	70.31	femenino	15000	Latino	14	14	14	4	5	2	1	1	42
167.64	72.57	masculino	33000	Blanco	16	16	16	7	7	2	0	0	34
165.1	56.7	femenino	24000	Blanco	14	14	14	8	1	2	0	0	24
160.02	61.23	femenino	6000	Blanco	13	13	13	4	1	2	0	0	23
167.64	58.51	femenino	90000	Blanco	14	NA	NA	6	1	2	0	0	55
162.56	86.18	femenino	0	Blanco	16	16	16	6	2	2	4	4	45
162.56	77.11	femenino	57000	Blanco	18	18	18	7	6	2	0	0	47
172.72	56.7	femenino	15000	Blanco	14	14	14	3	2	2	0	0	21
180.34	88.45	masculino	13800	Blanco	14	14	14	4	1	1	1	1	54
180.34	127.01	masculino	30000	Blanco	18	18	18	4	2	2	1	1	37
182.88	70.31	masculino	15000	Blanco	12	12	12	4	3	1	3	3	40
152.4	52.16	femenino	15000	Blanco	14	14	14	7	1	2	0	0	75
177.8	77.11	masculino	31000	Blanco	12	12	12	8	7	2	1	1	29
187.96	81.65	masculino	33000	Blanco	17	17	17	8	7	2	1	1	40
172.72	79.38	masculino	30000	Blanco	18	18	18	8	1	2	0	0	61
187.96	98.88	masculino	12000	Blanco	12	12	12	2	1	2	0	0	38
190.5	68.04	masculino	5000	Blanco	12	12	12	6	1	2	0	0	22
172.72	77.56	masculino	21000	Blanco	12	12	12	6	6	2	0	0	59
182.88	83.91	masculino	45000	Blanco	12	12	12	8	7	1	0	0	59
160.02	63.5	femenino	28000	Blanco	18	18	18	2	4	2	0	0	46
180.34	102.06	masculino	25000	Blanco	9	9	9	1	1	2	0	0	62
182.88	95.25	masculino	12000	Blanco	12	12	12	3	2	2	2	2	31
162.56	77.11	femenino	19000	Blanco	12	12	12	8	2	2	0	0	46
160.02	90.72	femenino	6000	Blanco	14	14	14	8	1	2	6	6	35
167.64	104.33	femenino	5300	Blanco	13	13	13	1	1	2	0	0	60
167.64	54.88	femenino	5000	Afroamericano	12	12	12	1	1	2	0	0	21
154.94	39.46	femenino	15000	Blanco	13	13	13	1	4	2	7	7	28
152.4	49.9	masculino	5000	Afroamericano	2	NA	NA	1	1	2	0	0	90
157.48	54.43	femenino	0	Blanco	12	12	12	2	2	2	3	3	29
165.1	65.77	femenino	15000	Blanco	11	NA	NA	6	1	1	0	0	59
185.42	97.52	masculino	17000	Blanco	12	12	12	8	1	2	4	4	46
167.64	74.84	femenino	4700	Afroamericano	12	NA	12	5	1	2	6	6	78
170.18	63.05	femenino	5000	Blanco	12	12	12	8	1	2	0	0	75
172.72	51.26	femenino	0	Blanco	12	12	12	1	1	2	0	0	18
157.48	68.04	femenino	9500	Blanco	12	12	12	3	1	2	0	0	65
165.1	68.04	masculino	1700	Blanco	12	12	12	8	1	2	1	1	22
160.02	58.97	femenino	0	Blanco	14	14	14	8	5	2	1	1	43
157.48	63.96	femenino	5400	Blanco	12	12	12	6	1	1	1	1	31
172.72	72.57	masculino	10000	Blanco	12	12	12	7	2	2	0	0	31
149.86	44.91	femenino	25000	Blanco	15	15	15	7	1	2	0	0	83
157.48	81.65	femenino	0	Blanco	12	12	12	6	3	2	2	2	39
175.26	74.84	masculino	5000	Blanco	13	13	NA	4	2	1	0	0	38
177.8	61.23	femenino	25000	Blanco	14	14	14	8	4	1	2	2	33
167.64	81.65	masculino	15000	Blanco	8	8	NA	8	1	2	0	0	82
162.56	46.27	femenino	0	Blanco	9	9	9	8	1	1	2	2	63
149.86	54.43	femenino	15000	Blanco	12	NA	NA	1	1	2	0	0	82
157.48	45.36	femenino	25000	Blanco	10	NA	NA	8	1	1	0	0	73
172.72	86.18	masculino	30000	Blanco	12	12	12	4	2	2	1	1	42
172.72	71.21	femenino	35000	Blanco	16	16	16	7	5	2	2	2	43
160.02	99.79	femenino	25000	Blanco	11	NA	NA	4	1	2	7	7	46
160.02	58.97	femenino	28000	Blanco	18	18	18	4	2	2	0	0	44
160.02	45.36	femenino	42000	Blanco	12	12	12	7	1	1	5	5	40
172.72	77.11	masculino	45000	Blanco	12	12	12	8	1	2	0	0	58
162.56	54.88	femenino	55000	Blanco	12	12	12	8	7	2	1	1	51
165.1	58.06	femenino	5000	Blanco	15	15	15	1	5	2	0	0	39
182.88	99.79	masculino	62000	Blanco	17	17	17	6	1	2	2	2	55
177.8	61.23	femenino	36000	Blanco	16	16	16	3	2	2	1	1	30
167.64	63.5	femenino	15000	Blanco	12	12	12	1	1	2	0	0	81
177.8	70.31	masculino	25000	Blanco	10	NA	NA	8	2	1	0	0	31
182.88	99.79	masculino	19000	Blanco	12	12	12	6	5	2	0	0	28
175.26	74.84	masculino	38000	Blanco	11	11	11	4	2	2	0	0	50
160.02	54.43	femenino	15000	Blanco	14	14	14	8	4	2	1	1	37
147.32	51.71	femenino	4500	Blanco	5	NA	NA	1	1	2	0	0	85
160.02	52.16	femenino	96000	Blanco	14	14	14	3	7	2	0	0	27
160.02	52.16	femenino	11000	Blanco	12	12	12	8	1	2	0	0	47
185.42	141.52	masculino	9000	Blanco	15	15	15	8	2	2	0	0	34
175.26	57.61	femenino	5000	Blanco	14	14	14	7	7	2	0	0	24
177.8	72.57	masculino	50000	Blanco	12	12	12	8	1	1	0	0	51
167.64	52.16	femenino	0	Blanco	12	NA	12	7	1	2	0	0	59
152.4	77.11	femenino	5000	Blanco	15	15	NA	8	1	2	0	0	56
167.64	83.91	femenino	0	Blanco	16	16	16	8	1	2	0	0	62
165.1	83.91	femenino	6000	Blanco	13	13	13	8	1	2	0	0	44
182.88	81.65	masculino	1.00E+05	Blanco	13	13	13	6	7	2	7	7	22
157.48	58.97	femenino	16500	Blanco	13	13	13	7	1	2	1	1	46
182.88	90.72	masculino	25000	Blanco	12	12	12	8	1	2	0	0	54
175.26	83.91	masculino	0	Blanco	12	12	12	8	7	2	0	0	18
165.1	54.43	femenino	15000	Afroamericano	12	12	12	5	6	2	7	7	32
185.42	60.78	masculino	15000	Afroamericano	14	14	14	2	2	2	0	0	26
167.64	63.5	femenino	15000	Afroamericano	12	12	12	8	5	2	3	3	40
182.88	127.01	masculino	32000	Blanco	14	14	14	7	1	2	0	0	40
185.42	104.33	masculino	30000	Blanco	18	18	18	1	1	2	0	0	41
172.72	68.04	femenino	10000	Blanco	16	16	16	4	1	2	0	0	42
149.86	81.65	femenino	15000	Blanco	12	12	12	1	1	2	0	0	62
162.56	58.06	femenino	0	Blanco	12	NA	NA	1	1	1	1	1	35
167.64	56.7	femenino	15000	Blanco	12	12	12	8	5	2	0	0	19
152.4	58.51	femenino	6500	Blanco	8	8	8	5	1	2	0	0	83
152.4	56.25	femenino	26000	Blanco	18	18	18	6	5	2	0	0	63
165.1	63.5	femenino	17000	Blanco	12	12	12	8	3	2	0	0	59
160.02	68.04	femenino	22000	Other	18	18	18	8	1	2	0	0	59
162.56	65.77	femenino	10000	Blanco	12	12	NA	8	1	2	0	0	41
180.34	74.84	masculino	50000	Blanco	14	14	14	8	7	2	0	0	58
170.18	73.48	masculino	20000	Blanco	12	12	12	6	1	2	0	0	35
160.02	65.77	femenino	5000	Blanco	12	NA	NA	3	1	2	0	0	67
170.18	68.04	femenino	0	Blanco	13	13	13	1	7	2	0	0	59
160.02	72.57	femenino	400	Blanco	12	12	12	4	5	1	3	3	31
182.88	72.57	masculino	30000	Blanco	12	NA	NA	7	1	1	0	0	67
165.1	56.7	femenino	16000	Blanco	14	14	14	5	1	2	1	1	59
167.64	50.8	femenino	62000	Blanco	14	14	14	6	2	2	1	1	43
167.64	72.57	femenino	10000	Blanco	12	NA	NA	3	1	2	0	0	66
160.02	52.16	femenino	14000	Blanco	13	13	13	4	6	2	0	0	58
165.1	50.8	femenino	5000	Blanco	15	15	15	3	2	2	5	5	20
187.96	95.25	masculino	40000	Blanco	16	16	16	5	4	2	0	0	34
170.18	77.11	femenino	5000	Blanco	13	13	13	8	1	1	2	2	55
172.72	83.91	femenino	25000	Blanco	17	17	17	1	1	1	0	0	47
165.1	68.04	femenino	12000	Blanco	12	12	12	2	1	2	1	1	51
162.56	62.14	femenino	58000	Blanco	16	16	16	4	7	2	5	5	34
172.72	58.06	femenino	18000	Blanco	16	16	16	4	2	2	1	1	26
165.1	66.68	masculino	1000	Blanco	12	12	12	7	5	2	0	0	18
182.88	120.2	masculino	21000	Blanco	17	17	17	6	7	2	1	1	47
167.64	71.67	masculino	11000	Afroamericano	12	12	12	6	4	1	0	0	62
175.26	99.79	masculino	15000	Blanco	7	7	7	6	1	2	0	0	77
162.56	58.97	femenino	13000	Blanco	12	12	12	3	1	2	4	4	36
162.56	63.5	femenino	0	Blanco	12	12	12	8	1	1	0	0	53
152.4	49.9	femenino	20000	Other	16	16	16	6	1	2	0	0	88
182.88	99.79	masculino	25000	Afroamericano	12	12	12	5	7	1	1	1	35
177.8	92.99	masculino	5000	Latino	8	8	8	7	1	1	0	0	74
162.56	58.97	femenino	600	Blanco	12	12	12	5	1	2	0	0	43
170.18	86.18	masculino	25000	Afroamericano	14	14	14	2	4	2	1	1	26
175.26	80.74	masculino	15000	Blanco	12	NA	12	8	1	1	1	1	91
172.72	63.5	masculino	36000	Blanco	12	12	12	2	2	1	0	0	28
162.56	79.38	femenino	15000	Other	13	NA	13	1	1	2	0	0	33
162.56	64.41	femenino	35000	Blanco	14	14	14	8	5	2	3	3	36
167.64	83.91	femenino	3500	Blanco	12	12	12	8	1	2	0	0	51
165.1	54.43	femenino	19005	Blanco	16	16	16	1	7	1	1	1	34
177.8	77.11	masculino	62000	Blanco	14	14	14	1	6	2	0	0	54
175.26	88.45	masculino	62000	Blanco	16	16	16	7	1	2	0	0	35
177.8	61.23	masculino	25000	Blanco	12	12	12	8	2	2	1	1	42
167.64	81.65	masculino	50000	Blanco	12	NA	NA	8	1	2	0	0	52
162.56	81.65	femenino	0	Blanco	12	12	12	1	1	1	1	1	28
167.64	72.57	femenino	0	Blanco	13	13	13	5	1	2	0	0	26
167.64	63.5	masculino	40000	Blanco	12	12	12	8	6	1	0	0	61
187.96	86.18	masculino	26000	Blanco	18	18	18	2	4	2	1	1	26
167.64	59.87	femenino	5000	Blanco	12	NA	12	8	1	2	0	0	72
157.48	54.43	femenino	22000	Blanco	12	12	12	2	2	1	0	0	48
167.64	74.39	femenino	21000	Blanco	17	17	17	8	1	2	1	1	39
157.48	89.81	femenino	6108	Blanco	12	12	12	1	1	2	0	0	65
165.1	65.77	femenino	30000	Afroamericano	18	18	18	8	4	1	3	3	64
167.64	74.84	femenino	15000	Blanco	11	NA	11	8	1	2	3	3	68
162.56	72.57	femenino	15000	Blanco	12	12	12	2	2	2	0	0	79
160.02	58.51	femenino	6000	Blanco	12	12	12	1	1	2	0	0	78
167.64	68.04	femenino	15000	Blanco	8	NA	NA	6	1	2	0	0	75
180.34	78.47	masculino	27000	Blanco	16	16	16	7	1	2	2	2	29
162.56	68.04	femenino	5000	Latino	10	10	NA	2	1	2	0	0	26
167.64	72.57	femenino	4000	Blanco	16	16	16	7	1	2	7	7	42
157.48	74.84	femenino	4416	Other	6	NA	NA	5	1	2	2	2	72
167.64	65.32	femenino	5000	Blanco	12	12	12	3	1	1	0	0	39
162.56	102.06	femenino	5000	Afroamericano	9	NA	NA	3	1	1	7	7	62
170.18	NA	femenino	30000	Blanco	16	16	16	8	1	1	0	0	33
157.48	58.97	femenino	0	Blanco	12	12	12	8	6	2	0	0	76
160.02	56.7	femenino	5000	Blanco	10	NA	NA	8	1	2	0	0	87
165.1	69.4	femenino	0	Blanco	9	9	9	1	1	2	0	0	75
170.18	79.38	masculino	45000	Blanco	18	18	18	1	7	2	0	0	40
154.94	58.97	femenino	18000	Blanco	14	14	14	5	1	2	3	3	45
167.64	56.7	femenino	6000	Blanco	15	15	15	8	6	2	0	0	22
154.94	70.31	femenino	0	Blanco	12	12	NA	7	1	2	1	1	49
182.88	90.72	masculino	14000	Blanco	12	12	12	4	4	2	0	0	24
175.26	56.7	femenino	35000	Blanco	14	14	14	1	1	2	7	7	24
162.56	54.43	femenino	15000	Blanco	16	16	16	8	6	1	0	0	29
160.02	57.15	femenino	12000	Afroamericano	12	12	12	6	3	2	2	2	29
152.4	79.38	femenino	1000	Blanco	12	NA	NA	5	7	2	7	7	47
177.8	88.45	masculino	32000	Afroamericano	15	15	15	2	2	2	1	1	33
167.64	70.31	femenino	15000	Blanco	15	15	15	8	3	1	0	0	25
175.26	95.25	masculino	62000	Blanco	17	17	17	8	7	2	4	4	36
182.88	63.5	masculino	5000	Blanco	12	12	12	5	6	2	0	0	20
185.42	83.91	masculino	1500	Blanco	12	12	12	8	6	2	1	1	19
162.56	58.97	femenino	30000	Blanco	12	12	12	8	6	2	0	0	18
167.64	62.6	femenino	5000	Blanco	13	13	13	8	1	1	0	0	19
165.1	68.04	femenino	3000	Afroamericano	16	16	16	3	1	2	0	0	23
180.34	74.84	masculino	35000	Blanco	15	15	15	8	2	2	0	0	42
162.56	61.23	femenino	35000	Blanco	12	12	12	7	5	2	7	7	42
160.02	51.71	femenino	0	Blanco	12	12	12	4	4	2	0	0	45
160.02	59.87	femenino	0	Blanco	16	16	16	7	6	2	7	7	29
182.88	79.38	masculino	70000	Blanco	15	15	15	4	1	1	0	0	48
170.18	63.5	femenino	21000	Blanco	16	16	16	4	7	2	4	4	28
175.26	65.77	masculino	50000	Blanco	11	11	11	2	5	2	1	1	18
180.34	79.38	masculino	15000	Blanco	9	9	9	8	7	1	3	3	21
172.72	59.87	masculino	0	Latino	10	NA	NA	2	2	1	5	5	18
162.56	63.5	femenino	15000	Blanco	12	NA	NA	1	1	1	0	0	30
185.42	78.02	masculino	0	Afroamericano	12	12	12	5	7	2	2	2	20
157.48	64.41	femenino	5000	Afroamericano	9	NA	NA	8	1	2	7	7	63
167.64	68.04	femenino	9000	Afroamericano	8	8	8	2	1	2	0	0	35
172.72	86.18	masculino	25000	Blanco	12	12	12	1	1	1	0	0	37
162.56	83.91	femenino	15000	Afroamericano	14	14	14	6	1	2	0	0	63
160.02	63.5	femenino	10000	Afroamericano	14	14	14	8	5	2	1	1	25
165.1	56.7	femenino	0	Blanco	12	12	12	6	1	1	1	1	60
167.64	63.5	femenino	5000	Afroamericano	18	18	18	6	6	2	1	1	43
162.56	57.15	masculino	87000	Blanco	12	12	12	8	1	2	1	1	81
180.34	79.38	masculino	30000	Blanco	12	12	12	4	1	2	0	0	47
182.88	83.91	masculino	16000	Blanco	14	NA	14	5	7	2	0	0	21
172.72	61.23	masculino	20000	Blanco	12	12	12	8	2	1	0	0	51
162.56	64.41	femenino	0	Blanco	12	12	12	2	1	2	0	0	45
182.88	83.91	masculino	1.00E+05	Blanco	17	17	17	5	1	2	0	0	54
182.88	108.86	masculino	62000	Blanco	12	12	12	6	1	2	1	1	69
167.64	60.33	femenino	10000	Blanco	12	12	12	6	1	2	0	0	43
182.88	66.68	femenino	62000	Blanco	18	18	18	1	1	2	0	0	35
167.64	90.72	masculino	35000	Blanco	14	14	14	7	2	2	0	0	63
165.1	61.23	femenino	7000	Blanco	16	16	16	8	4	2	2	2	31
165.1	104.33	femenino	0	Blanco	12	12	12	1	1	2	1	1	62
167.64	74.84	femenino	0	Blanco	12	12	12	1	1	2	0	0	52
165.1	104.33	femenino	0	Blanco	11	11	NA	2	4	2	7	7	38
180.34	81.65	masculino	8000	Afroamericano	14	14	NA	1	6	2	0	0	27
187.96	122.47	masculino	11000	Blanco	10	10	10	5	1	1	0	0	50
177.8	98.43	masculino	25000	Blanco	9	9	NA	8	7	2	1	1	47
162.56	58.97	femenino	25000	Blanco	14	14	14	4	1	1	0	0	45
175.26	79.38	masculino	30000	Blanco	14	14	14	1	1	2	1	1	48
160.02	54.43	femenino	15000	Blanco	12	12	12	1	1	2	7	7	29
167.64	58.97	masculino	0	Blanco	12	12	12	6	5	2	3	3	26
160.02	47.63	femenino	48000	Blanco	18	18	18	4	7	1	0	0	34
172.72	65.77	femenino	17000	Blanco	12	12	NA	2	1	2	0	0	46
167.64	81.65	masculino	15000	Blanco	12	NA	NA	4	1	2	0	0	69
198.12	90.72	masculino	25000	Blanco	12	NA	NA	4	2	1	0	0	64
180.34	50.35	femenino	0	Blanco	8	NA	NA	8	1	2	0	0	70
185.42	75.75	masculino	26000	Blanco	16	16	16	8	7	2	0	0	24
175.26	74.84	masculino	25000	Blanco	12	12	12	8	1	2	0	0	32
160.02	83.91	femenino	10000	Blanco	12	12	12	7	2	2	1	1	61
157.48	58.97	femenino	25000	Blanco	18	18	18	6	1	1	0	0	50
165.1	56.7	femenino	0	Blanco	11	11	11	7	1	2	0	0	57
180.34	81.65	masculino	60000	Blanco	18	18	18	8	5	2	0	0	53
165.1	52.16	femenino	22000	Blanco	18	18	18	7	5	2	0	0	29
157.48	58.51	femenino	5000	Blanco	12	12	12	5	6	2	0	0	20
177.8	81.65	masculino	15000	Blanco	12	12	12	8	1	2	1	1	77
162.56	65.77	femenino	5000	Blanco	12	12	12	3	7	2	0	0	64
182.88	97.52	masculino	15000	Blanco	16	16	16	8	1	1	7	7	44
162.56	65.77	femenino	6200	Blanco	13	13	13	5	1	2	0	0	83
165.1	59.87	femenino	24000	Blanco	16	16	16	2	2	1	7	7	32
180.34	64.86	masculino	20000	Blanco	14	14	14	8	7	2	2	2	40
177.8	68.04	femenino	7000	Blanco	14	14	14	6	1	2	0	0	30
185.42	70.31	masculino	0	Afroamericano	12	12	12	1	6	2	1	1	19
170.18	52.16	femenino	5000	Blanco	15	15	15	4	1	2	1	1	29
157.48	54.88	femenino	15000	Blanco	12	NA	NA	7	6	1	0	0	60
172.72	124.74	femenino	30000	Afroamericano	16	16	16	8	1	2	3	3	48
167.64	58.97	femenino	23000	Blanco	18	18	18	8	7	2	3	3	28
162.56	58.97	femenino	20000	Blanco	12	12	12	2	1	2	0	0	40
167.64	77.11	femenino	3000	Blanco	16	16	16	8	6	2	1	1	29
160.02	61.23	femenino	0	Blanco	12	12	12	4	7	2	5	5	31
177.8	63.5	masculino	30000	Blanco	16	16	16	2	4	2	0	0	41
162.56	58.97	femenino	12000	Blanco	14	14	14	8	5	2	1	1	23
167.64	68.04	femenino	35000	Blanco	5	NA	NA	1	1	2	7	7	73
167.64	57.15	femenino	0	Blanco	7	7	7	8	1	2	4	4	41
160.02	63.5	femenino	0	Blanco	10	NA	NA	2	1	1	4	4	37
180.34	86.18	masculino	40000	Blanco	12	12	12	8	4	2	0	0	38
162.56	68.04	femenino	15000	Blanco	14	14	14	4	1	2	5	5	23
160.02	69.4	femenino	36000	Blanco	16	16	NA	4	1	2	7	7	45
167.64	65.77	femenino	10000	Blanco	12	12	12	1	1	1	0	0	53
160.02	102.06	femenino	0	Blanco	11	NA	NA	4	1	2	0	0	65
172.72	54.43	femenino	13000	Blanco	14	14	14	7	1	2	0	0	48
165.1	120.2	femenino	0	Blanco	12	12	NA	1	1	1	7	7	59
